This file was created using the 202303 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 BE/ME portfolios in Europe.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME as of  6 months before formation.  Firms with negative
BE are not included in any portfolio.

The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
               Small                 Big
          Low     2    High    Low     2    High
201507      329.42      357.37      229.24    18443.33    14018.65    18409.30
201508      338.76      364.68      230.36    19180.53    14341.26    18661.15
201509      330.57      353.10      223.67    17972.63    13492.07    17224.08
201510      323.23      340.88      214.01    17564.30    13091.61    15965.57
201511      335.87      354.55      219.24    18650.20    13989.47    16945.75
201512      337.79      350.37      212.30    18538.57    13737.55    16523.16
201601      344.61      356.18      213.60    18266.26    13489.51    16028.48
201602      316.27      330.47      199.82    17422.11    12806.58    14472.13
201603      312.20      328.78      200.01    17016.25    12544.14    14168.30
201604      334.41      357.68      217.65    17943.27    13463.30    14997.38
201605      338.26      360.93      224.41    18015.23    13559.02    15723.50
201606      344.65      364.89      221.28    18131.84    13416.93    15175.72
201607      286.25      308.64      214.73    17188.55    11429.22    15316.57
201608      304.19      323.67      227.85    17812.73    11990.04    16010.69
201609      310.65      332.69      231.87    17555.31    12048.84    16361.87
201610      318.18      336.45      236.43    17560.03    12246.58    16421.92
201611      300.51      320.16      233.46    16018.11    11728.63    16788.17
201612      291.40      315.56      229.92    15328.54    11382.78    16578.50
201701      303.10      328.65      239.66    15863.54    11912.70    17623.68
201702      317.00      344.93      251.98    16248.16    12225.90    18160.15
201703      319.77      349.66      252.64    16641.13    12414.43    17767.92
201704      327.85      359.87      259.86    17289.99    12935.17    18492.23
201705      347.66      384.38      273.07    17945.60    13626.39    19020.59
201706      361.97      404.16      283.86    18889.78    14175.58    19578.92
201707      329.36      386.64      255.17    17011.73    14313.83    18038.23
201708      341.61      401.98      267.70    17325.32    14785.48    19117.38
201709      343.27      399.33      268.21    17419.56    14861.15    18951.10
201710      354.00      411.44      274.19    17712.80    15324.10    19693.14
201711      352.99      407.58      270.66    17788.73    15483.74    19783.67
201712      348.59      407.14      273.05    17719.91    15408.55    19917.46
201801      358.98      418.04      281.00    17907.33    15656.18    20259.63
201802      384.36      443.77      298.27    18546.03    16491.76    21753.26
201803      367.87      425.14      284.19    17524.68    15604.28    20541.72
201804      361.57      420.72      280.59    17577.00    15580.45    20135.58
201805      365.21      427.31      285.49    17714.84    15776.96    20739.37
201806      366.15      418.24      274.11    17578.55    15414.38    19184.52
201807      354.99      375.80      253.97    17584.17    14147.35    19373.81
201808      357.17      379.11      256.95    18232.38    14448.94    20039.35
201809      350.57      373.71      251.77    18208.91    13944.47    19061.07
201810      342.96      367.16      251.06    18099.07    13880.06    19480.45
201811      304.77      330.42      228.79    16563.65    12575.56    17918.78
201812      297.28      323.04      222.57    16396.93    12414.02    17741.02
201901      277.66      306.84      213.77    15781.15    11812.03    16909.93
201902      299.01      328.87      227.47    16832.73    12588.97    17738.63
201903      306.20      331.74      231.98    17546.40    12965.77    18094.96
201904      305.43      324.74      229.01    17962.52    13059.30    17803.07
201905      319.26      339.04      235.12    18626.42    13495.92    18413.01
201906      305.07      318.18      226.89    17904.89    12645.75    16853.64
201907      314.15      355.31      263.57    20323.04    15613.38    16666.53
201908      299.76      342.34      257.08    19992.70    15308.99    16099.08
201909      290.12      330.26      250.87    19888.32    15022.59    15261.10
201910      294.09      336.71      254.08    20008.60    15334.13    16058.22
201911      306.74      350.34      262.81    20787.35    15656.62    16726.47
201912      324.12      360.36      268.97    21199.88    15963.02    16884.54
202001      345.82      381.55      287.88    21942.94    16614.53    17598.70
202002      341.16      375.45      277.13    21875.07    16231.94    16793.63
202003      311.81      342.66      253.49    20172.13    14718.41    15181.95
202004      260.57      273.32      193.84    18436.96    12532.62    11650.57
202005      297.85      303.02      209.11    19650.57    13280.51    12227.40
202006      324.23      319.84      216.35    20924.86    13940.46    12493.89
202007      323.64      328.89      243.74    21776.08    14338.31    15031.08
202008      350.96      349.44      252.57    22820.09    14999.56    15087.58
202009      386.98      374.30      267.06    23788.83    15645.56    15899.30
202010      382.92      363.50      258.84    23654.06    15248.93    14823.66
202011      372.64      348.23      249.76    22477.17    14452.16    14195.31
202012      425.64      409.35      302.05    24779.84    16803.37    17517.91
202101      473.00      447.51      328.35    26120.59    17632.18    18370.55
202102      473.14      452.82      326.85    25857.83    17402.84    17996.76
202103      481.44      467.36      346.48    25951.15    17476.42    19296.99
202104      477.37      475.87      357.74    26455.86    17956.56    20283.87
202105      509.72      505.05      381.66    28648.10    18672.31    20658.64
202106      512.30      523.29      400.09    29703.71    19309.07    21677.87
202107      456.58      397.93      339.54    27616.72    18082.33    18007.93
202108      472.11      410.03      342.14    28714.21    18291.96    18045.51
202109      494.26      419.09      349.84    29110.07    18541.65    18322.38
202110      460.14      397.05      336.30    27201.04    17409.35    18042.04
202111      473.31      406.47      344.35    28710.46    17916.21    18868.36
202112      444.69      386.34      323.97    28086.10    17102.65    17565.36
202201      459.05      402.12      336.78    29159.27    18217.71    18595.30
202202      399.94      374.65      329.99    26086.22    17272.53    18778.79
202203      381.28      358.66      323.75    25069.20    16858.00    17730.58
202204      374.62      359.78      326.87    24933.72    16799.47    17360.80
202205      339.02      334.76      308.63    23117.29    15922.80    16246.74
202206      333.85      331.03      311.63    22726.82    16034.31    16847.26
202207      323.08      296.22      257.83    21711.97    14980.50    14519.67
202208      348.41      308.81      267.02    23709.58    15610.40    14650.13
202209      314.11      285.76      256.65    21765.93    14591.82    14108.12
202210      270.60      245.89      226.47    19833.96    13153.02    12838.38
202211      287.60      258.86      241.02    20870.38    14054.55    14098.42
202212      323.34      285.70      266.41    23571.23    15991.17    15868.04
202301      319.18      287.34      272.24    23077.76    15942.61    15786.33
202302      338.15      310.54      290.54    25176.57    17116.09    17365.78
202303      332.05      306.60      293.62    24686.49    16796.50    17590.08
